28.0s	16	Setting up training components...
29.8s	17	Loading pretrained weights from /kaggle/input/cub-200-2011/ViT-B_16.npz
34.8s	18	Model initialized with 100.73M parameters
34.8s	19	CUB Dataset: 5994 train samples loaded
34.9s	20	CUB Dataset: 5794 test samples loaded
109.6s	21	Starting training for 100 epochs
109.6s	22	Training samples: 5994
109.6s	23	Validation samples: 5794
109.6s	24	Physical batch size: 8
109.6s	25	Gradient accumulation steps: 2
109.6s	26	Effective batch size: 16
1097.8s	27	
Epoch 1:   0%|                                          | 0/749 [00:00<?, ?it/s]
Epoch 1:   0%| | 0/749 [00:03<?, ?it/s, loss=4.1281, sa_acc=0.000, glca_acc=0.00
Epoch 1:   0%| | 1/749 [00:03<38:21,  3.08s/it, loss=4.1281, sa_acc=0.000, glca_
Epoch 1:   0%| | 2/749 [00:04<26:23,  2.12s/it, loss=4.1281, sa_acc=0.000, glca_
Epoch 1:   0%| | 3/749 [00:05<18:58,  1.53s/it, loss=4.1281, sa_acc=0.000, glca_
Epoch 1:   1%| | 4/749 [00:07<20:18,  1.64s/it, loss=4.1281, sa_acc=0.000, glca_
Epoch 1:   1%| | 5/749 [00:07<16:40,  1.35s/it, loss=4.1281, sa_acc=0.000, glca_
Epoch 1:   1%| | 6/749 [00:09<18:35,  1.50s/it, loss=4.1281, sa_acc=0.000, glca_
Epoch 1:   1%| | 7/749 [00:10<15:50,  1.28s/it, loss=4.1281, sa_acc=0.000, glca_
Epoch 1:   1%| | 8/749 [00:12<17:52,  1.45s/it, loss=4.1281, sa_acc=0.000, glca_

Epoch 1:  29%|▎| 215/749 [04:44<10:56,  1.23s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  29%|▎| 216/749 [04:46<12:27,  1.40s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  29%|▎| 217/749 [04:47<10:54,  1.23s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  29%|▎| 218/749 [04:48<12:24,  1.40s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  29%|▎| 219/749 [04:49<10:51,  1.23s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  29%|▎| 220/749 [04:51<12:21,  1.40s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  30%|▎| 221/749 [04:52<10:49,  1.23s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  30%|▎| 222/749 [04:54<12:18,  1.40s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  30%|▎| 223/749 [04:54<10:47,  1.23s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  30%|▎| 224/749 [04:56<12:16,  1.40s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  30%|▎| 225/749 [04:57<10:44,  1.23s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  30%|▎| 226/749 [04:59<12:13,  1.40s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  30%|▎| 227/749 [05:00<10:42,  1.23s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  30%|▎| 228/749 [05:01<12:10,  1.40s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  31%|▎| 229/749 [05:02<10:39,  1.23s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  31%|▎| 230/749 [05:04<12:07,  1.40s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  31%|▎| 231/749 [05:05<10:37,  1.23s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  31%|▎| 232/749 [05:07<12:04,  1.40s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  31%|▎| 233/749 [05:08<10:34,  1.23s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  31%|▎| 234/749 [05:09<12:02,  1.40s/it, loss=4.0167, sa_acc=0.004, glc
Epoch 1:  31%|▎| 235/749 [05:10<10:32,  1.23s/it, loss=4.0167, sa_acc=0.004, glc
